PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,PLAYER_ID,PLAYER_NAME
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Month,,2017-18,2/1/2018,,East,Award,Kia Motors,KIPMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Month,,2017-18,3/1/2018,,East,Award,Kia Motors,KIPMO,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Month,,2019-20,1/1/2020,,West,Award,Kia Motors,KIPMO,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Month,,2019-20,2/1/2020,,West,Award,Kia Motors,KIPMO,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Month,,2024-25,2/1/2025,,West,Award,Kia Motors,KIPMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2004-05,,2004-11-14T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2004-05,,2004-11-28T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2004-05,,2005-01-23T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2005-06,,2005-11-21T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2005-06,,2006-01-30T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2005-06,,2006-03-19T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2005-06,,2006-03-26T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2005-06,,2006-04-02T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2006-07,,2006-11-19T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2006-07,,2007-03-11T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2007-08,,2007-11-25T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2007-08,,2008-01-06T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2007-08,,2008-02-24T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2008-09,,2008-11-10T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2008-09,,2008-11-17T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2008-09,,2008-12-29T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2008-09,,2009-01-26T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2008-09,,2009-02-09T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2008-09,,2009-03-16T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2008-09,,2009-03-23T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2009-10,,2009-11-23T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2009-10,,2009-12-28T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2009-10,,2010-01-11T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2009-10,,2010-01-26T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2009-10,,2010-02-08T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2009-10,,2010-03-01T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2010-11,,2010-12-27T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2010-11,,2011-01-10T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2010-11,,2011-01-31T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2010-11,,2011-02-07T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2011-12,,2011-12-25T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2011-12,,2012-01-02T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2011-12,,2012-01-23T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2011-12,,2012-02-13T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2011-12,,2012-04-02T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2011-12,,2012-04-16T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2012-13,,2012-11-05T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2012-13,,2012-11-12T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2012-13,,2012-12-17T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2012-13,,2013-02-04T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2012-13,,2013-02-19T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2012-13,,2013-03-18T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2013-14,,2013-11-18T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Miami Heat,NBA Player of the Week,,2013-14,,2013-12-02T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2014-15,,2014-11-10T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2014-15,,2014-11-24T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2014-15,,2015-01-17T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2015-16,,2015-11-23T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2015-16,,2016-01-11T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2015-16,,2016-03-07T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2015-16,,2016-03-28T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2015-16,,2016-04-04T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2016-17,,2016-10-31T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2016-17,,2016-11-07T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2016-17,,2016-12-12T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2016-17,,2017-02-13T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2017-18,,2017-11-27T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2017-18,,2017-12-11T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2017-18,,2018-03-12T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Player of the Week,,2017-18,,2018-03-19T00:00:00,East,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2019-20,,2019-12-09T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2019-20,,2019-12-30T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2019-20,,2020-03-02T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2021-22,,2021-12-06T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2022-23,,2023-01-02T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2022-23,,2023-01-16T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2023-24,,2024-02-26T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Los Angeles Lakers,NBA Player of the Week,,2024-25,,2025-01-27T00:00:00,West,Award,Kia Motors,KIPWK,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Rookie of the Month,,2003-04,01/01/2004,,East,Award,Kia Motors,KIRMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Rookie of the Month,,2003-04,02/01/2004,,East,Award,Kia Motors,KIRMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Rookie of the Month,,2003-04,03/01/2004,,East,Award,Kia Motors,KIRMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Rookie of the Month,,2003-04,04/01/2004,,East,Award,Kia Motors,KIRMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Rookie of the Month,,2003-04,11/01/2003,,East,Award,Kia Motors,KIRMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Rookie of the Month,,2003-04,12/01/2003,,East,Award,Kia Motors,KIRMO,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Rookie of the Year,,2003-04,,,,Award,Kia Motors,KIROY,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Sporting News Most Valuable Player of the Year,,2005-06,,,,Award,Sporting News,SNMVP,,2544,LeBron James
2544.0,LeBron,James,Cleveland Cavaliers,NBA Sporting News Rookie of the Year,,2003-04,,,,Award,Sporting News,SNROY,,2544,LeBron James
2544.0,LeBron,James,USA,Olympic Bronze Medal,,2004,,,,Award,Olympic,Bronze,,2544,LeBron James
2544.0,LeBron,James,USA,Olympic Gold Medal,,2008,,,,Award,Olympic,Gold,,2544,LeBron James
2544.0,LeBron,James,USA,Olympic Gold Medal,,2012,,,,Award,Olympic,Gold,,2544,LeBron James
2544.0,LeBron,James,USA,Olympic Gold Medal,,2024,,,,Award,Olympic,Gold,,2544,LeBron James
2229.0,Mike,James,Detroit Pistons,NBA Champion,,2003-04,,,,Award,Champion,,,2229,Mike James
2229.0,Mike,James,Toronto Raptors,NBA Player of the Week,,2005-06,,2006-01-08T00:00:00,East,Award,Kia Motors,KIPWK,,2229,Mike James
1712.0,Antawn,Jamison,Golden State Warriors,All-Rookie Team,2,1998-99,,,1610612744,Award,Kia Motors,KIART,,1712,Antawn Jamison
1712.0,Antawn,Jamison,,NBA All-Star,,2004-05,,,,Award,All-Star,,,1712,Antawn Jamison
1712.0,Antawn,Jamison,,NBA All-Star,,2007-08,,,,Award,All-Star,,,1712,Antawn Jamison
1712.0,Antawn,Jamison,Washington Wizards,NBA Player of the Week,,2007-08,,2008-03-16T00:00:00,East,Award,Kia Motors,KIPWK,,1712,Antawn Jamison
1712.0,Antawn,Jamison,Dallas Mavericks,NBA Sixth Man of the Year,,2003-04,,,,Award,Kia Motors,KISMY,,1712,Antawn Jamison
1631170.0,Jaime,Jaquez Jr.,Miami Heat,All-Rookie Team,1,2023-24,,,East,Award,Kia Motors,KIART,,1631170,Jaime Jaquez Jr.
1631170.0,Jaime,Jaquez Jr.,Miami Heat,NBA Rookie of the Month,,2023-24,11/1/2023,,East,Award,Kia Motors,KIRMO,,1631170,Jaime Jaquez Jr.
1631170.0,Jaime,Jaquez Jr.,Miami Heat,NBA Rookie of the Month,,2023-24,12/1/2023,,East,Award,Kia Motors,KIRMO,,1631170,Jaime Jaquez Jr.
77123.0,Tony,Jaros,Minneapolis Lakers,NBA Champion,,1948-49,,,,Award,Champion,,,77123,Tony Jaros
77123.0,Tony,Jaros,Minneapolis Lakers,NBA Champion,,1949-50,,,,Award,Champion,,,77123,Tony Jaros
101180.0,Sarunas,Jasikevicius,Lithuania,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,,101180,Sarunas Jasikevicius
101180.0,Sarunas,Jasikevicius,Lithuania,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,,101180,Sarunas Jasikevicius
101180.0,Sarunas,Jasikevicius,Lithuania,Olympic Bronze Medal,,2000,,,,Award,Olympic,Bronze,,101180,Sarunas Jasikevicius
77125.0,Buddy,Jeannette,Baltimore Bullets,All-NBA,2,1947-48,,,1610610024,Award,Kia Motors,KIANT,,77125,Buddy Jeannette
77125.0,Buddy,Jeannette,,Hall of Fame Inductee,,1994,,,,Award,Hall of Fame,,,77125,Buddy Jeannette
77125.0,Buddy,Jeannette,Baltimore Bullets,NBA Champion,,1947-48,,,,Award,Champion,,,77125,Buddy Jeannette
2744.0,Al,Jefferson,Charlotte Hornets,All-NBA,3,2013-14,,,1610612766,Award,Kia Motors,KIANT,,2744,Al Jefferson
2744.0,Al,Jefferson,Boston Celtics,All-Rookie Team,2,2004-05,,,1610612738,Award,Kia Motors,KIART,,2744,Al Jefferson
2744.0,Al,Jefferson,Charlotte Bobcats,NBA Player of the Month,,2013-14,3/1/2014,,East,Award,Kia Motors,KIPMO,,2744,Al Jefferson
2744.0,Al,Jefferson,Charlotte Bobcats,NBA Player of the Month,,2013-14,4/1/2014,,East,Award,Kia Motors,KIPMO,,2744,Al Jefferson
2744.0,Al,Jefferson,Boston Celtics,NBA Player of the Week,,2006-07,,2007-03-04T00:00:00,West,Award,Kia Motors,KIPWK,,2744,Al Jefferson
2744.0,Al,Jefferson,Minnesota Timberwolves,NBA Player of the Week,,2007-08,,2008-01-27T00:00:00,West,Award,Kia Motors,KIPWK,,2744,Al Jefferson
2744.0,Al,Jefferson,Minnesota Timberwolves,NBA Player of the Week,,2008-09,,2009-01-05T00:00:00,West,Award,Kia Motors,KIPWK,,2744,Al Jefferson
2744.0,Al,Jefferson,Utah Jazz,NBA Player of the Week,,2011-12,,2012-04-16T00:00:00,West,Award,Kia Motors,KIPWK,,2744,Al Jefferson
2744.0,Al,Jefferson,Charlotte Bobcats,NBA Player of the Week,,2013-14,,2014-03-17T00:00:00,East,Award,Kia Motors,KIPWK,,2744,Al Jefferson
2744.0,Al,Jefferson,Charlotte Bobcats,NBA Player of the Week,,2013-14,,2014-04-07T00:00:00,East,Award,Kia Motors,KIPWK,,2744,Al Jefferson
2210.0,Richard,Jefferson,New Jersey Nets,All-Rookie Team,2,2001-02,,,1610612751,Award,Kia Motors,KIART,,2210,Richard Jefferson
2210.0,Richard,Jefferson,Cleveland Cavaliers,NBA Champion,,2015-16,,,,Award,Champion,,,2210,Richard Jefferson
2210.0,Richard,Jefferson,New Jersey Nets,NBA Player of the Week,,2002-03,,2003-03-30T00:00:00,East,Award,Kia Motors,KIPWK,,2210,Richard Jefferson
2210.0,Richard,Jefferson,New Jersey Nets,NBA Player of the Week,,2003-04,,2004-04-05T00:00:00,East,Award,Kia Motors,KIPWK,,2210,Richard Jefferson
2210.0,Richard,Jefferson,New Jersey Nets,NBA Player of the Week,,2004-05,,2004-12-12T00:00:00,East,Award,Kia Motors,KIPWK,,2210,Richard Jefferson
2210.0,Richard,Jefferson,New Jersey Nets,NBA Rookie of the Month,,2001-02,01/01/2002,,East,Award,Kia Motors,KIRMO,,2210,Richard Jefferson
2210.0,Richard,Jefferson,USA,Olympic Bronze Medal,,2004,,,,Award,Olympic,Bronze,,2210,Richard Jefferson
201943.0,Brandon,Jennings,Milwaukee Bucks,All-Rookie Team,1,2009-10,,,1610612749,Award,Kia Motors,KIART,,201943,Brandon Jennings
201943.0,Brandon,Jennings,Milwaukee Bucks,NBA Player of the Week,,2009-10,,2009-11-16T00:00:00,East,Award,Kia Motors,KIPWK,,201943,Brandon Jennings
201943.0,Brandon,Jennings,Milwaukee Bucks,NBA Player of the Week,,2012-13,,2012-10-30T00:00:00,East,Award,Kia Motors,KIPWK,,201943,Brandon Jennings
201943.0,Brandon,Jennings,Milwaukee Bucks,NBA Rookie of the Month,,2009-10,01/01/2010,,East,Award,Kia Motors,KIRMO,,201943,Brandon Jennings
201943.0,Brandon,Jennings,Milwaukee Bucks,NBA Rookie of the Month,,2009-10,03/01/2010,,East,Award,Kia Motors,KIRMO,,201943,Brandon Jennings
201943.0,Brandon,Jennings,Milwaukee Bucks,NBA Rookie of the Month,,2009-10,11/01/2009,,East,Award,Kia Motors,KIRMO,,201943,Brandon Jennings
201943.0,Brandon,Jennings,Milwaukee Bucks,NBA Rookie of the Month,,2009-10,12/01/2009,,East,Award,Kia Motors,KIRMO,,201943,Brandon Jennings
1137.0,Chris,Jent,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,,1137,Chris Jent
201973.0,Jonas,Jerebko,Detroit Pistons,All-Rookie Team,2,2009-10,,,1610612765,Award,Kia Motors,KIART,,201973,Jonas Jerebko
201973.0,Jonas,Jerebko,Detroit Pistons,NBA Rookie of the Month,,2009-10,02/01/2010,,East,Award,Kia Motors,KIRMO,,201973,Jonas Jerebko
1630198.0,Isaiah,Joe,Oklahoma City Thunder,NBA Champion,,2024-25,,,,Award,Champion,,,1630198,Isaiah Joe
77132.0,Arnie,Johnson,Rochester Royals,NBA Champion,,1950-51,,,,Award,Champion,,,77132,Arnie Johnson
422.0,Avery,Johnson,San Antonio Spurs,NBA Champion,,1998-99,,,,Award,Champion,,,422,Avery Johnson
422.0,Avery,Johnson,San Antonio Spurs,NBA Sportsmanship,,1997-98,,,,Award,Kia Motors,KSPRT,,422,Avery Johnson
77133.0,Charlie,Johnson,Golden State Warriors,NBA Champion,,1974-75,,,,Award,Champion,,,77133,Charlie Johnson
77133.0,Charlie,Johnson,Washington Bullets,NBA Champion,,1977-78,,,,Award,Champion,,,77133,Charlie Johnson
77135.0,Clay,Johnson,Los Angeles Lakers,NBA Champion,,1981-82,,,,Award,Champion,,,77135,Clay Johnson
77136.0,Clemon,Johnson,Philadelphia 76ers,NBA Champion,,1982-83,,,,Award,Champion,,,77136,Clemon Johnson
77141.0,Dennis,Johnson,Seattle SuperSonics,All-Defensive Team,1,1978-79,,,1610612760,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Seattle SuperSonics,All-Defensive Team,1,1979-80,,,1610612760,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Phoenix Suns,All-Defensive Team,1,1980-81,,,1610612756,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Phoenix Suns,All-Defensive Team,1,1981-82,,,1610612756,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Phoenix Suns,All-Defensive Team,1,1982-83,,,1610612756,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Boston Celtics,All-Defensive Team,2,1983-84,,,1610612738,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Boston Celtics,All-Defensive Team,2,1984-85,,,1610612738,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Boston Celtics,All-Defensive Team,2,1985-86,,,1610612738,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Boston Celtics,All-Defensive Team,1,1986-87,,,1610612738,Award,Kia Motors,KIADT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Seattle SuperSonics,All-NBA,2,1979-80,,,1610612760,Award,Kia Motors,KIANT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Phoenix Suns,All-NBA,1,1980-81,,,1610612756,Award,Kia Motors,KIANT,,77141,Dennis Johnson
77141.0,Dennis,Johnson,,Hall of Fame Inductee,,2010,,,,Award,Hall of Fame,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,,NBA All-Star,,1978-79,,,,Award,All-Star,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,,NBA All-Star,,1979-80,,,,Award,All-Star,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,,NBA All-Star,,1980-81,,,,Award,All-Star,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,,NBA All-Star,,1981-82,,,,Award,All-Star,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,,NBA All-Star,,1984-85,,,,Award,All-Star,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Seattle SuperSonics,NBA Champion,,1978-79,,,,Award,Champion,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Boston Celtics,NBA Champion,,1983-84,,,,Award,Champion,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Boston Celtics,NBA Champion,,1985-86,,,,Award,Champion,,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Seattle SuperSonics,NBA Finals Most Valuable Player,,1978-79,,,,Award,Kia Motors,KFMVP,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Seattle SuperSonics,NBA Player of the Week,,1979-80,,1980-01-20T00:00:00,,Award,Kia Motors,KIPWK,,77141,Dennis Johnson
77141.0,Dennis,Johnson,Phoenix Suns,NBA Player of the Week,,1980-81,,1980-12-28T00:00:00,,Award,Kia Motors,KIPWK,,77141,Dennis Johnson
77144.0,Eddie,Johnson,Atlanta Hawks,All-Defensive Team,2,1978-79,,,1610612737,Award,Kia Motors,KIADT,,77144,Eddie Johnson
77144.0,Eddie,Johnson,Atlanta Hawks,All-Defensive Team,2,1979-80,,,1610612737,Award,Kia Motors,KIADT,,77144,Eddie Johnson
77144.0,Eddie,Johnson,,NBA All-Star,,1979-80,,,,Award,All-Star,,,77144,Eddie Johnson
77144.0,Eddie,Johnson,,NBA All-Star,,1980-81,,,,Award,All-Star,,,77144,Eddie Johnson
77144.0,Eddie,Johnson,Atlanta Hawks,NBA Player of the Week,,1981-82,,1982-02-21T00:00:00,,Award,Kia Motors,KIPWK,,77144,Eddie Johnson
77144.0,Eddie,Johnson,Sacramento Kings,NBA Player of the Week,,1983-84,,1983-11-06T00:00:00,,Award,Kia Motors,KIPWK,,77144,Eddie Johnson
77144.0,Eddie,Johnson,Phoenix Suns,NBA Sixth Man of the Year,,1988-89,,,,Award,Kia Motors,KISMY,,77144,Eddie Johnson
77149.0,George,Johnson,San Antonio Spurs,All-Defensive Team,2,1980-81,,,1610612759,Award,Kia Motors,KIADT,,77149,George Johnson
77149.0,George,Johnson,Golden State Warriors,NBA Champion,,1974-75,,,,Award,Champion,,,77149,George Johnson
77150.0,Gus,Johnson,Baltimore Bullets,All-Defensive Team,1,1969-70,,,1610610024,Award,Kia Motors,KIADT,,77150,Gus Johnson
77150.0,Gus,Johnson,Baltimore Bullets,All-Defensive Team,1,1970-71,,,1610610024,Award,Kia Motors,KIADT,,77150,Gus Johnson
77150.0,Gus,Johnson,Baltimore Bullets,All-NBA,2,1964-65,,,1610610024,Award,Kia Motors,KIANT,,77150,Gus Johnson
77150.0,Gus,Johnson,Baltimore Bullets,All-NBA,2,1965-66,,,1610610024,Award,Kia Motors,KIANT,,77150,Gus Johnson
77150.0,Gus,Johnson,Baltimore Bullets,All-NBA,2,1969-70,,,1610610024,Award,Kia Motors,KIANT,,77150,Gus Johnson
77150.0,Gus,Johnson,Baltimore Bullets,All-NBA,2,1970-71,,,1610610024,Award,Kia Motors,KIANT,,77150,Gus Johnson
77150.0,Gus,Johnson,Baltimore Bullets,All-Rookie Team,1,1963-64,,,1610610024,Award,Kia Motors,KIART,,77150,Gus Johnson
77150.0,Gus,Johnson,,Hall of Fame Inductee,,2010,,,,Award,Hall of Fame,,,77150,Gus Johnson
77150.0,Gus,Johnson,,NBA All-Star,,1964-65,,,,Award,All-Star,,,77150,Gus Johnson
77150.0,Gus,Johnson,,NBA All-Star,,1967-68,,,,Award,All-Star,,,77150,Gus Johnson
77150.0,Gus,Johnson,,NBA All-Star,,1968-69,,,,Award,All-Star,,,77150,Gus Johnson
77150.0,Gus,Johnson,,NBA All-Star,,1969-70,,,,Award,All-Star,,,77150,Gus Johnson
77150.0,Gus,Johnson,,NBA All-Star,,1970-71,,,,Award,All-Star,,,77150,Gus Johnson
201274.0,Ivan,Johnson,Atlanta Hawks,NBA Rookie of the Month,,2011-12,04/01/2012,,East,Award,Kia Motors,KIRMO,,201274,Ivan Johnson
